drug_id,drug_name,target_id,target_name,drkg_drug_key,drkg_target_key,drug_node_idx,target_node_idx,score,source,score_esm2,score_drkg
DB09320,Procaine benzylpenicillin,CHEMBL205,Carbonic anhydrase 2,Compound::DB09320,Gene::760,11531,1989,0.9025131210832948,both,0.902801025301308,0.9022252168652816
DB00705,Delavirdine,CHEMBL205,Carbonic anhydrase 2,Compound::DB00705,Gene::760,338,1989,0.901466126665829,both,0.9003394018320462,0.902592851499612
DB06016,Cariprazine,CHEMBL234,D(3) dopamine receptor,Compound::DB06016,Gene::1816,4166,2075,0.9716673725777684,esm2_only,,
DB04835,Maraviroc,CHEMBL2034,Glucocorticoid receptor,Compound::DB04835,Gene::2908,4760,293,0.950254774119354,esm2_only,,
DB00796,Candesartan cilexetil,CHEMBL3535,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",Compound::DB00796,Gene::5152,3885,1843,0.9495668379970372,esm2_only,,
DB00311,Ethoxzolamide,CHEMBL205,Carbonic anhydrase 2,Compound::DB00311,Gene::760,2964,1989,0.9437252365443008,esm2_only,,
DB06016,Cariprazine,CHEMBL214,5-hydroxytryptamine receptor 1A,Compound::DB06016,Gene::3350,4166,2164,0.935512624339661,esm2_only,,
DB00391,Sulpiride,CHEMBL205,Carbonic anhydrase 2,Compound::DB00391,Gene::760,29,1989,0.9345051713542826,esm2_only,,
DB09143,Sonidegib,CHEMBL245,Muscarinic acetylcholine receptor M3,Compound::DB09143,Gene::1131,2176,1949,0.9335814962157531,esm2_only,,
DB06448,Lonafarnib,CHEMBL2014,Nociceptin receptor,Compound::DB06448,Gene::4987,2012,1866,0.9335439739605788,esm2_only,,
DB09195,Lorpiprazole,CHEMBL234,D(3) dopamine receptor,Compound::DB09195,Gene::1816,5125,2075,0.9320727543478384,esm2_only,,
DB11574,Elbasvir,CHEMBL205,Carbonic anhydrase 2,Compound::DB11574,Gene::760,3862,1989,0.9303811426775794,esm2_only,,
DB15328,Ubrogepant,CHEMBL234,D(3) dopamine receptor,Compound::DB15328,Gene::1816,10560,2075,0.9296578458078402,esm2_only,,
DB11611,Lifitegrast,CHEMBL205,Carbonic anhydrase 2,Compound::DB11611,Gene::760,5053,1989,0.9283588220399458,esm2_only,,
DB09195,Lorpiprazole,CHEMBL2014,Nociceptin receptor,Compound::DB09195,Gene::4987,5125,1866,0.9282869850919812,esm2_only,,
DB01200,Bromocriptine,CHEMBL2034,Glucocorticoid receptor,Compound::DB01200,Gene::2908,5229,293,0.928167843543853,esm2_only,,
DB06448,Lonafarnib,CHEMBL234,D(3) dopamine receptor,Compound::DB06448,Gene::1816,2012,2075,0.9254080584617516,esm2_only,,
DB15035,Zanubrutinib,CHEMBL2014,Nociceptin receptor,Compound::DB15035,Gene::4987,3668,1866,0.9248092127308573,esm2_only,,
